annotation_schema_version,annotation_id,doc_id,relative_path,statement_type,line_start,line_end,row_count,column_count,unit_normalized,expected_periods,notes
1,ann_1fa26a8296b1e0900c8c23a73e1b674549a7a4daa7aac907dd7788f2fdbfb9e1,doc_945525431af814f87b50e484b5db5e1f8408aabcc163d3657cc93d423a9ab107,IJC/2017/IJC_financial_statements_2017_consolidated/IJC_financial_statements_2017_consolidated_extracted.txt,cash_flow_statement,449,449,13,5,,,auto-mapped
1,ann_f66a2ee837db7b917d1d8db407a31146521de8facc3738a9b7c87057001f9158,doc_9ee6e61421f96651fd6c74165ffc1d38920e1e3be41a54ad10bcceeb4811b784,HPX/2024/HPX_financial_statements_2024_separate/HPX_financial_statements_2024_separate_extracted.txt,balance_sheet,303,303,40,6,,,auto-mapped
1,ann_5a5a1dbd6a4fd4febd3b872c1a698dd4b8bde4cd571d919ebbec0c55628b33c1,doc_9ee6e61421f96651fd6c74165ffc1d38920e1e3be41a54ad10bcceeb4811b784,HPX/2024/HPX_financial_statements_2024_separate/HPX_financial_statements_2024_separate_extracted.txt,income_statement,322,322,24,6,,,auto-mapped
1,ann_f99612d51cfdf12af8becea3ba8a8e793da15bba4082709c69e1f437a71ad6a8,doc_9ee6e61421f96651fd6c74165ffc1d38920e1e3be41a54ad10bcceeb4811b784,HPX/2024/HPX_financial_statements_2024_separate/HPX_financial_statements_2024_separate_extracted.txt,cash_flow_statement,394,394,33,5,,,auto-mapped
1,ann_8a3167298b314de403f919b61db7c40e3c686763637366c9443293bcedc72eba,doc_9ef996d29454c34e3c357b79fc5d9aacb45cb239534ad32a2d918e93f40ff007,GEE/2020/GEE_financial_statements_2020_separate/GEE_financial_statements_2020_separate_extracted.txt,cash_flow_statement,22,22,8,2,,,auto-mapped
1,ann_b49e868e075b7598229d21969304c7a049f72db5853a72bd8b8a4b40e437fd3e,doc_9ef996d29454c34e3c357b79fc5d9aacb45cb239534ad32a2d918e93f40ff007,GEE/2020/GEE_financial_statements_2020_separate/GEE_financial_statements_2020_separate_extracted.txt,cash_flow_statement,203,203,33,5,VND,,auto-mapped
1,ann_0dfa6f94cfa0b85368abac36031d98cf351ffa82aff223dfe27fc0c3f39961ff,doc_9ef996d29454c34e3c357b79fc5d9aacb45cb239534ad32a2d918e93f40ff007,GEE/2020/GEE_financial_statements_2020_separate/GEE_financial_statements_2020_separate_extracted.txt,cash_flow_statement,270,270,30,5,VND,,auto-mapped
1,ann_d5aa76e394ba538999531d25e21bacd0dc5db1ce459434f6a77376cd0813ea29,doc_9ef996d29454c34e3c357b79fc5d9aacb45cb239534ad32a2d918e93f40ff007,GEE/2020/GEE_financial_statements_2020_separate/GEE_financial_statements_2020_separate_extracted.txt,cash_flow_statement,286,286,5,5,VND,,auto-mapped
1,ann_d2c9e87ae357916aa51257485cb37d7efc86bdc56c72784520375ead398f9a9d,doc_a6bea827edb0c55e19bca861bf039b05224799f3efb4b3252b7d8b6e028c7a57,ACB/2022/ACB_financial_statements_2022_separate/ACB_financial_statements_2022_separate_extracted.txt,balance_sheet,160,160,38,5,,,auto-mapped
1,ann_427559b21deac48fb80f1e19aa2565e9e145f0136261b3d3df7a7812cf7a29b6,doc_a6bea827edb0c55e19bca861bf039b05224799f3efb4b3252b7d8b6e028c7a57,ACB/2022/ACB_financial_statements_2022_separate/ACB_financial_statements_2022_separate_extracted.txt,income_statement,177,177,25,5,,,auto-mapped
1,ann_780420aa87ac21688f325cd41402cb697d0871397bfe7137ba27ac89b07d7ec8,doc_a6bea827edb0c55e19bca861bf039b05224799f3efb4b3252b7d8b6e028c7a57,ACB/2022/ACB_financial_statements_2022_separate/ACB_financial_statements_2022_separate_extracted.txt,cash_flow_statement,1644,1644,16,6,,,auto-mapped
1,ann_8dc75a9c8c127344ab505d07009a95913c401f8c60fbd567f67a84398f923b43,doc_a6bea827edb0c55e19bca861bf039b05224799f3efb4b3252b7d8b6e028c7a57,ACB/2022/ACB_financial_statements_2022_separate/ACB_financial_statements_2022_separate_extracted.txt,cash_flow_statement,1648,1648,3,3,,,auto-mapped
1,ann_59af20b6d51f8d2153b3362aaad747ab3d4bf4a433c5095e5ba6ab5331c44705,doc_a6bea827edb0c55e19bca861bf039b05224799f3efb4b3252b7d8b6e028c7a57,ACB/2022/ACB_financial_statements_2022_separate/ACB_financial_statements_2022_separate_extracted.txt,cash_flow_statement,1665,1665,17,4,,,auto-mapped
1,ann_728528487d1fc081c09dfeb31cb1cbae07a16b9600f3ab56aa450d4125d84e73,doc_a6bea827edb0c55e19bca861bf039b05224799f3efb4b3252b7d8b6e028c7a57,ACB/2022/ACB_financial_statements_2022_separate/ACB_financial_statements_2022_separate_extracted.txt,cash_flow_statement,1852,1852,8,3,,,auto-mapped
1,ann_f33cbaf4b054efd89774c15b3572c703a85e7e33421514de7efcce5490729e3a,doc_a6bea827edb0c55e19bca861bf039b05224799f3efb4b3252b7d8b6e028c7a57,ACB/2022/ACB_financial_statements_2022_separate/ACB_financial_statements_2022_separate_extracted.txt,cash_flow_statement,1993,1993,14,3,,,auto-mapped
1,ann_1a51dac9f6e105eb9f882d1be83eface742eb9995d231072df2fc660c78ceee8,doc_a7f13a7605e4e3aedbec9c2c98888ccbdef7436569200078d5f697d680179ba8,FPT/2021/FPT_financial_statements_2021_consolidated/FPT_financial_statements_2021_consolidated_extracted.txt,balance_sheet,260,260,22,5,,,auto-mapped
1,ann_14aef5a45641c1e76963e0f262f87c927d2b5efee98bfa43227cc3dbdbab5fe9,doc_a7f13a7605e4e3aedbec9c2c98888ccbdef7436569200078d5f697d680179ba8,FPT/2021/FPT_financial_statements_2021_consolidated/FPT_financial_statements_2021_consolidated_extracted.txt,balance_sheet,273,273,30,5,,,auto-mapped
1,ann_7a8d31e6c4b1da293300db3f876831928165fbb30d8aa72977846d59ea080ac8,doc_a7f13a7605e4e3aedbec9c2c98888ccbdef7436569200078d5f697d680179ba8,FPT/2021/FPT_financial_statements_2021_consolidated/FPT_financial_statements_2021_consolidated_extracted.txt,income_statement,299,299,19,5,,,auto-mapped
1,ann_a5a1cb4c2696001718f3d6cf7c8a4a3b2806a708b2845a0689cf7221049757bf,doc_a7f13a7605e4e3aedbec9c2c98888ccbdef7436569200078d5f697d680179ba8,FPT/2021/FPT_financial_statements_2021_consolidated/FPT_financial_statements_2021_consolidated_extracted.txt,income_statement,323,323,25,5,,,auto-mapped
1,ann_ef37fdbed0f21db5dea7f04f6f6842c2827c2acc3de0c10ee19cd042135e9de5,doc_a7f13a7605e4e3aedbec9c2c98888ccbdef7436569200078d5f697d680179ba8,FPT/2021/FPT_financial_statements_2021_consolidated/FPT_financial_statements_2021_consolidated_extracted.txt,cash_flow_statement,341,341,27,4,,,auto-mapped
1,ann_4420557f33e67900b178b49c6727cb6290508c1d3e0d278c38be3d55c26bc164,doc_a7f13a7605e4e3aedbec9c2c98888ccbdef7436569200078d5f697d680179ba8,FPT/2021/FPT_financial_statements_2021_consolidated/FPT_financial_statements_2021_consolidated_extracted.txt,cash_flow_statement,356,356,13,5,,,auto-mapped
1,ann_e36afa935abaf4f8ee61fd07d7e9351bb3267e88951e6ffd6a51d07542c5d104,doc_ae1c28cdaca163c456724c253744cbd0a4c6c5432c845a1d0eb52f02057eb1ee,HDG/2017/HDG_financial_statements_2017_separate/HDG_financial_statements_2017_separate_extracted.txt,balance_sheet,128,128,20,5,,,auto-mapped
1,ann_13f4fb58228bf9b3eeec0c001df1e8a53a1cefa06b236136691783d3d9f89c23,doc_ae1c28cdaca163c456724c253744cbd0a4c6c5432c845a1d0eb52f02057eb1ee,HDG/2017/HDG_financial_statements_2017_separate/HDG_financial_statements_2017_separate_extracted.txt,balance_sheet,145,145,26,5,,,auto-mapped
1,ann_9d02ad15f4e245c4c5018ca00bf0b9b2f37b32594270f0a3d13cc06145fc0761,doc_ae1c28cdaca163c456724c253744cbd0a4c6c5432c845a1d0eb52f02057eb1ee,HDG/2017/HDG_financial_statements_2017_separate/HDG_financial_statements_2017_separate_extracted.txt,income_statement,162,162,31,5,,,auto-mapped
1,ann_544d6f1dc7dee9db9932e29102cf7186bb03fd93bcc6f738a971e2a365336a9c,doc_ae1c28cdaca163c456724c253744cbd0a4c6c5432c845a1d0eb52f02057eb1ee,HDG/2017/HDG_financial_statements_2017_separate/HDG_financial_statements_2017_separate_extracted.txt,income_statement,197,197,18,5,,,auto-mapped
1,ann_013b7ba0079411670829bf326ccbb1f5ab6ebb30a328127c064b7041fd53d8cd,doc_ae1c28cdaca163c456724c253744cbd0a4c6c5432c845a1d0eb52f02057eb1ee,HDG/2017/HDG_financial_statements_2017_separate/HDG_financial_statements_2017_separate_extracted.txt,cash_flow_statement,218,218,26,4,,,auto-mapped
1,ann_bd899d9153ef9420eecca4523fad0c170854f3b5580d7c390272fa9d0b58d739,doc_ae1c28cdaca163c456724c253744cbd0a4c6c5432c845a1d0eb52f02057eb1ee,HDG/2017/HDG_financial_statements_2017_separate/HDG_financial_statements_2017_separate_extracted.txt,cash_flow_statement,237,237,11,4,,,auto-mapped
1,ann_95efc5b9e119d4646197a0400f18338ae7fe6d1fbffe80684964757e2b7d18e1,doc_b37401eec7dfb4bd86c11928a90cffd606fe280c8d6e7dd4c0e8536976c7979b,VIC/2022/VIC_financial_statements_2022_separate/VIC_financial_statements_2022_separate_extracted.txt,balance_sheet,228,228,21,5,VND_million,,auto-mapped
1,ann_875f5740d2188b62ee63cb001a15ff66f74eeddb596dd248852336ba145fd58f,doc_b37401eec7dfb4bd86c11928a90cffd606fe280c8d6e7dd4c0e8536976c7979b,VIC/2022/VIC_financial_statements_2022_separate/VIC_financial_statements_2022_separate_extracted.txt,cash_flow_statement,245,245,27,5,VND_million,,auto-mapped
1,ann_ae607a41bd7304e4ff6b6344121df83b32e017ed0a1e5dcf5005bfbc7e1a8347,doc_b37401eec7dfb4bd86c11928a90cffd606fe280c8d6e7dd4c0e8536976c7979b,VIC/2022/VIC_financial_statements_2022_separate/VIC_financial_statements_2022_separate_extracted.txt,cash_flow_statement,323,323,26,5,VND_million,,auto-mapped
1,ann_695bd86ac86fdae4679f449b94f35c98d8d94ab9985418352bee3c83cddbbce0,doc_b37401eec7dfb4bd86c11928a90cffd606fe280c8d6e7dd4c0e8536976c7979b,VIC/2022/VIC_financial_statements_2022_separate/VIC_financial_statements_2022_separate_extracted.txt,cash_flow_statement,338,338,9,5,VND_million,,auto-mapped
1,ann_fccd1fde2510bbb0b2ba8c4ea892eb00a494ffc9c1dfbeeb3130f8f3b952e32d,doc_b3f76d26600355bdba09edc38cfd38f27299bce9228496f29f40df3f3a09a23c,DBC/2022/DBC_financial_statements_2022_consolidated/DBC_financial_statements_2022_consolidated_extracted.txt,cash_flow_statement,72,72,8,2,,,auto-mapped
1,ann_bf579b4e47f7a370ceaac88700ed76aab22781f4d82d027b54d1376023288d0d,doc_c4448eb688566a57d045e47744f0c9d157bb6c107be05f9b463bcdc8dbd00f3a,VIC/2020/VIC_financial_statements_2020_consolidated/VIC_financial_statements_2020_consolidated_extracted.txt,balance_sheet,235,235,22,5,VND_million,,auto-mapped
1,ann_68cee7e3771bc6f4689f060c824d486a6f0d8192f00b378e6eea76e91f06e0a9,doc_c4448eb688566a57d045e47744f0c9d157bb6c107be05f9b463bcdc8dbd00f3a,VIC/2020/VIC_financial_statements_2020_consolidated/VIC_financial_statements_2020_consolidated_extracted.txt,cash_flow_statement,252,252,28,5,,,auto-mapped
1,ann_38ce7df5fbb98812d131e3fcd0f51b926f0e85954b31f68cda3cc8c63e06e076,doc_c4448eb688566a57d045e47744f0c9d157bb6c107be05f9b463bcdc8dbd00f3a,VIC/2020/VIC_financial_statements_2020_consolidated/VIC_financial_statements_2020_consolidated_extracted.txt,cash_flow_statement,361,361,26,5,VND_million,,auto-mapped
1,ann_8f84bd08da8e2d997d50d5669fa8ff2707e687025dc1b7ceac9f42f89d4694de,doc_c4448eb688566a57d045e47744f0c9d157bb6c107be05f9b463bcdc8dbd00f3a,VIC/2020/VIC_financial_statements_2020_consolidated/VIC_financial_statements_2020_consolidated_extracted.txt,cash_flow_statement,376,376,12,5,VND_million,,auto-mapped
1,ann_e345f6003a521419159221a883ef939e61ca4a3c8438495a978a687a83c37249,doc_c6abaf23d7df797d2a10bcd1eab436045e51d656441f59d6b4bc189c09eac71e,VSF/2024/VSF_financial_statements_2024_consolidated/VSF_financial_statements_2024_consolidated_extracted.txt,balance_sheet,392,392,47,6,,,auto-mapped
1,ann_38cf9513bc5e6638f07d5859783d2f70571b9e083a42cc94e778940e1f8d2f39,doc_c6abaf23d7df797d2a10bcd1eab436045e51d656441f59d6b4bc189c09eac71e,VSF/2024/VSF_financial_statements_2024_consolidated/VSF_financial_statements_2024_consolidated_extracted.txt,balance_sheet,417,417,32,6,,,auto-mapped
1,ann_a1126b4f30e540a7b8239bab7fbe6f3408a24823c4f347ffb9d9c955b1d73475,doc_c6abaf23d7df797d2a10bcd1eab436045e51d656441f59d6b4bc189c09eac71e,VSF/2024/VSF_financial_statements_2024_consolidated/VSF_financial_statements_2024_consolidated_extracted.txt,income_statement,450,450,23,6,,,auto-mapped
1,ann_ed8bd1e735d32339d321938fd97140bde37c908d5e40277cf271219654a8ccb9,doc_c6abaf23d7df797d2a10bcd1eab436045e51d656441f59d6b4bc189c09eac71e,VSF/2024/VSF_financial_statements_2024_consolidated/VSF_financial_statements_2024_consolidated_extracted.txt,cash_flow_statement,483,483,30,6,,,auto-mapped
1,ann_2a2e8471c6cbb166652942be8d40f9a8b3245d99e46de3bdf550ce1d9efe1fb5,doc_c6abaf23d7df797d2a10bcd1eab436045e51d656441f59d6b4bc189c09eac71e,VSF/2024/VSF_financial_statements_2024_consolidated/VSF_financial_statements_2024_consolidated_extracted.txt,cash_flow_statement,510,510,5,4,,,auto-mapped
1,ann_385610f747533b71629b843ad90e9ad64b0a9456381379d04502e0d7b739aa41,doc_c928b5eadf760242a44417493d193111376e7c1fcda4d5f08bbcdcef29a1cf51,DBC/2015/DBC_financial_statements_2015_separate/DBC_financial_statements_2015_separate_extracted.txt,balance_sheet,260,260,34,5,VND,,auto-mapped
1,ann_ca646de0e5d26cdea76d1da83a32ff1c204e0da39541ce6597bf03a34daf561f,doc_c928b5eadf760242a44417493d193111376e7c1fcda4d5f08bbcdcef29a1cf51,DBC/2015/DBC_financial_statements_2015_separate/DBC_financial_statements_2015_separate_extracted.txt,income_statement,275,275,24,5,VND,,auto-mapped
1,ann_4f0650badff1d0fb9cba89abe9c9f8046afdaa4703a748da7a3437447b2aecdb,doc_c928b5eadf760242a44417493d193111376e7c1fcda4d5f08bbcdcef29a1cf51,DBC/2015/DBC_financial_statements_2015_separate/DBC_financial_statements_2015_separate_extracted.txt,income_statement,302,302,18,5,VND,,auto-mapped
1,ann_9c03d44aa3a5a98e6b2edd213afabd5add9be91de8b6dec5e951ae68fa3b6fb4,doc_c928b5eadf760242a44417493d193111376e7c1fcda4d5f08bbcdcef29a1cf51,DBC/2015/DBC_financial_statements_2015_separate/DBC_financial_statements_2015_separate_extracted.txt,cash_flow_statement,331,331,31,5,VND,,auto-mapped
1,ann_bf5335692ee9245808359736649647d53a6c925fb59594bf7cdef3b45c1a3655,doc_c928b5eadf760242a44417493d193111376e7c1fcda4d5f08bbcdcef29a1cf51,DBC/2015/DBC_financial_statements_2015_separate/DBC_financial_statements_2015_separate_extracted.txt,cash_flow_statement,348,348,5,5,VND,,auto-mapped
1,ann_4f57d162531162efde93d012d9611c83ef2870ad121a0db1959e940664e5253a,doc_cb4da33573560c14ae945c268c381f58382a06f827c78146b2018aec627d5f33,NLG/2020/NLG_financial_statements_2020_separate/NLG_financial_statements_2020_separate_extracted.txt,cash_flow_statement,13,13,8,2,,,auto-mapped
1,ann_0ffa2e274e7a9a16cf37edcd6febf9726e0cf1b451cd34277761f043ec56de83,doc_cb4da33573560c14ae945c268c381f58382a06f827c78146b2018aec627d5f33,NLG/2020/NLG_financial_statements_2020_separate/NLG_financial_statements_2020_separate_extracted.txt,cash_flow_statement,197,197,40,5,,,auto-mapped
1,ann_fe0818af8c79b3941c5598acd048dbe10351a594089120b6ee7ac8e26351c2f1,doc_cb4da33573560c14ae945c268c381f58382a06f827c78146b2018aec627d5f33,NLG/2020/NLG_financial_statements_2020_separate/NLG_financial_statements_2020_separate_extracted.txt,cash_flow_statement,255,255,28,5,,,auto-mapped
1,ann_88d567c050a34d554d00fe39f8f88fa48c238ae156887000497db0b476bebba1,doc_cb4da33573560c14ae945c268c381f58382a06f827c78146b2018aec627d5f33,NLG/2020/NLG_financial_statements_2020_separate/NLG_financial_statements_2020_separate_extracted.txt,cash_flow_statement,270,270,4,5,,,auto-mapped
1,ann_a12be45dd99e0822d789b9ab878d955b28540d25b816679093a8d954da116454,doc_dccc39b21de8ba012f81d9c22e2a8c9718d653e2c646ae3f57ac80f04faa6b30,MWG/2017/MWG_financial_statements_2017_consolidated/MWG_financial_statements_2017_consolidated_extracted.txt,cash_flow_statement,13,13,8,2,,,auto-mapped
1,ann_2b0534a03c187014e9f5600dd38a77f4d37dd13b02f0759afc822ed514f58c81,doc_dccc39b21de8ba012f81d9c22e2a8c9718d653e2c646ae3f57ac80f04faa6b30,MWG/2017/MWG_financial_statements_2017_consolidated/MWG_financial_statements_2017_consolidated_extracted.txt,cash_flow_statement,202,202,34,5,,,auto-mapped
1,ann_176bbab962754e0afdff25c7ee3e9ebf1268b18f7562f06fecda980ff5587d53,doc_dccc39b21de8ba012f81d9c22e2a8c9718d653e2c646ae3f57ac80f04faa6b30,MWG/2017/MWG_financial_statements_2017_consolidated/MWG_financial_statements_2017_consolidated_extracted.txt,cash_flow_statement,269,269,31,5,,,auto-mapped
1,ann_3ff9d1d7d4198cfe8997d8872883a96043a605697f00d5517b997a3f9adeebbb,doc_dda5d3da92f3bced79d40aea32f681f7386ee5e05eeaf84c9c79f3fb207868be,POW/2021/POW_financial_statements_2021_consolidated/POW_financial_statements_2021_consolidated_extracted.txt,balance_sheet,269,269,45,6,VND,,auto-mapped
1,ann_5ed50a960b2dace8728833b7010960551c0e8e2aae7a72ffe656a4bdd3ba7f4c,doc_dda5d3da92f3bced79d40aea32f681f7386ee5e05eeaf84c9c79f3fb207868be,POW/2021/POW_financial_statements_2021_consolidated/POW_financial_statements_2021_consolidated_extracted.txt,balance_sheet,459,459,18,2,,,auto-mapped
1,ann_d48ec2286864285504c671ddcbef6421d3c0b92d3f31f8d3c39362bed7957128,doc_dda5d3da92f3bced79d40aea32f681f7386ee5e05eeaf84c9c79f3fb207868be,POW/2021/POW_financial_statements_2021_consolidated/POW_financial_statements_2021_consolidated_extracted.txt,income_statement,492,492,10,5,,,auto-mapped
1,ann_7d247ffb8650dd3588a785aa74372fd201069391275cc8dba168cf71d8735257,doc_dda5d3da92f3bced79d40aea32f681f7386ee5e05eeaf84c9c79f3fb207868be,POW/2021/POW_financial_statements_2021_consolidated/POW_financial_statements_2021_consolidated_extracted.txt,cash_flow_statement,940,940,22,7,,,auto-mapped
1,ann_6c1776b5483493b105f8be9bef506bd4256646fa94929f62550cf64b26e2622e,doc_dda5d3da92f3bced79d40aea32f681f7386ee5e05eeaf84c9c79f3fb207868be,POW/2021/POW_financial_statements_2021_consolidated/POW_financial_statements_2021_consolidated_extracted.txt,cash_flow_statement,957,957,18,5,,,auto-mapped
1,ann_29ba7315b009eaad111649d5ef4ef41f83557f3a22b1390b24f060865784865e,doc_e03188737d522b3f088f991a1ec5fdc8e429e54c982784e51652d35ec5cc0073,GEX/2017/GEX_financial_statements_2017_consolidated/GEX_financial_statements_2017_consolidated_extracted.txt,balance_sheet,287,287,23,5,VND,,auto-mapped
1,ann_e790ae5772253197845bb8364b3ddd49deadedc43f889c7ade673d7cfb724610,doc_e03188737d522b3f088f991a1ec5fdc8e429e54c982784e51652d35ec5cc0073,GEX/2017/GEX_financial_statements_2017_consolidated/GEX_financial_statements_2017_consolidated_extracted.txt,cash_flow_statement,302,302,29,5,VND,,auto-mapped
1,ann_daa858ab1ef93f0a2d0f1fc228dc452c15db8d528d5394c1791ff2eddbeec01e,doc_e03188737d522b3f088f991a1ec5fdc8e429e54c982784e51652d35ec5cc0073,GEX/2017/GEX_financial_statements_2017_consolidated/GEX_financial_statements_2017_consolidated_extracted.txt,cash_flow_statement,384,384,28,5,VND,,auto-mapped
1,ann_0931dc17c349106ee16c6eb4f59486fba4d1c73c62a610ffdd57eae08cf132fe,doc_e03188737d522b3f088f991a1ec5fdc8e429e54c982784e51652d35ec5cc0073,GEX/2017/GEX_financial_statements_2017_consolidated/GEX_financial_statements_2017_consolidated_extracted.txt,cash_flow_statement,401,401,14,5,VND,,auto-mapped
1,ann_665cac387193ccee20c5f8c8ba43004fb7633e73025cc01aa490e30982c9ef7d,doc_e4cffbe229c9df59a21e17be1aa356f0b16488b6815e8edf292b7a6f193683fc,POW/2023/POW_financial_statements_2023_consolidated/POW_financial_statements_2023_consolidated_extracted.txt,balance_sheet,320,320,38,6,VND,,auto-mapped
1,ann_d1f6344cd91d4a6953b562c662fc3a334f97aebd892f5fabd212b3a3b46b6cb6,doc_e4cffbe229c9df59a21e17be1aa356f0b16488b6815e8edf292b7a6f193683fc,POW/2023/POW_financial_statements_2023_consolidated/POW_financial_statements_2023_consolidated_extracted.txt,income_statement,347,347,189,6,VND,,auto-mapped
1,ann_cf1288d78dacdcc282d1025d29f01147fdf0791f1bf96335918ddac1902ef81f,doc_e4cffbe229c9df59a21e17be1aa356f0b16488b6815e8edf292b7a6f193683fc,POW/2023/POW_financial_statements_2023_consolidated/POW_financial_statements_2023_consolidated_extracted.txt,cash_flow_statement,419,419,28,5,VND,,auto-mapped
1,ann_4f829a26982751f27de36a83eade65a80ef740c7e69fe8c05a7a9348cb6e1c73,doc_e4cffbe229c9df59a21e17be1aa356f0b16488b6815e8edf292b7a6f193683fc,POW/2023/POW_financial_statements_2023_consolidated/POW_financial_statements_2023_consolidated_extracted.txt,cash_flow_statement,448,448,11,5,VND,,auto-mapped
1,ann_b8c7e8795dbf142bdbb85ef197b749a0d1c31f74a73129f7880ab783713e4bef,doc_ea1d8b3a94793217e17fd0de219275e178f5238c7aeeda6877c50105b2e9e8c4,MWG/2021/MWG_financial_statements_2021_separate/MWG_financial_statements_2021_separate_extracted.txt,balance_sheet,189,189,18,5,,,auto-mapped
1,ann_5ba44a1f4a8731d489e112c1bc8f4cfe807998449ba2451329612c1cd781289c,doc_ea1d8b3a94793217e17fd0de219275e178f5238c7aeeda6877c50105b2e9e8c4,MWG/2021/MWG_financial_statements_2021_separate/MWG_financial_statements_2021_separate_extracted.txt,income_statement,205,205,19,5,,,auto-mapped
1,ann_701ddc87344c0da4d8bf9886f6bf00cc14529e5cbf1a057ba7eccf5ff8d103fd,doc_ea1d8b3a94793217e17fd0de219275e178f5238c7aeeda6877c50105b2e9e8c4,MWG/2021/MWG_financial_statements_2021_separate/MWG_financial_statements_2021_separate_extracted.txt,income_statement,222,222,11,5,,,auto-mapped
1,ann_afd0954fc7c65c97cc66e15dc4d308f5cd62eecaf9178dbab662a892186cff93,doc_ea1d8b3a94793217e17fd0de219275e178f5238c7aeeda6877c50105b2e9e8c4,MWG/2021/MWG_financial_statements_2021_separate/MWG_financial_statements_2021_separate_extracted.txt,cash_flow_statement,239,239,29,5,,,auto-mapped
1,ann_a1bbbfff8b162c962abfedfee08b3d8eb1772d411cdd41717aae6b81dd9100b6,doc_eacbc7ceab65c68f8631b2cae1663c1390d55e5891ad8ce71ceb62ec0731249f,KHG/2023/KHG_financial_statements_2023_separate/KHG_financial_statements_2023_separate_extracted.txt,balance_sheet,202,202,34,5,VND,,auto-mapped
1,ann_4af68c2201a7c8e2ddbf8ba87a6b4d3ab56701cdf14b64f0f0e1222d434c85a1,doc_eacbc7ceab65c68f8631b2cae1663c1390d55e5891ad8ce71ceb62ec0731249f,KHG/2023/KHG_financial_statements_2023_separate/KHG_financial_statements_2023_separate_extracted.txt,income_statement,217,217,22,5,VND,,auto-mapped
1,ann_05e1ab051fc07218831d648f5546590e9901cc55be1dec7ae5ac0a124ea7456f,doc_eacbc7ceab65c68f8631b2cae1663c1390d55e5891ad8ce71ceb62ec0731249f,KHG/2023/KHG_financial_statements_2023_separate/KHG_financial_statements_2023_separate_extracted.txt,income_statement,244,244,19,5,VND,,auto-mapped
1,ann_848bd9a18042912a728b077363030f32d093307c597ce97be1126613fe79c2a9,doc_eacbc7ceab65c68f8631b2cae1663c1390d55e5891ad8ce71ceb62ec0731249f,KHG/2023/KHG_financial_statements_2023_separate/KHG_financial_statements_2023_separate_extracted.txt,cash_flow_statement,273,273,28,4,VND,,auto-mapped
1,ann_4d96a204115343416ea3a241b58c3db591b960d89b2463a47d0d5fb1d27e6ad3,doc_ebbe87c5dd6255704ae6a5dd3db13314185e392cdc1099a1a53de11add8b43d0,HDG/2019/HDG_financial_statements_2019_separate/HDG_financial_statements_2019_separate_extracted.txt,balance_sheet,180,180,21,5,,,auto-mapped
1,ann_17b2295c77402de5a94fc832e068e86055e454d302bd9c7ccfb2c666e4817e1f,doc_ebbe87c5dd6255704ae6a5dd3db13314185e392cdc1099a1a53de11add8b43d0,HDG/2019/HDG_financial_statements_2019_separate/HDG_financial_statements_2019_separate_extracted.txt,balance_sheet,199,199,25,5,,,auto-mapped
1,ann_71f3909e049b6fc0a5ba349edce0c68747daada33e552aa2b95d61ef861eadab,doc_ebbe87c5dd6255704ae6a5dd3db13314185e392cdc1099a1a53de11add8b43d0,HDG/2019/HDG_financial_statements_2019_separate/HDG_financial_statements_2019_separate_extracted.txt,income_statement,218,218,30,5,,,auto-mapped
1,ann_236e9873b25573374442f6f5739785b13ad7bc49bf2ae57c10c60f7406103987,doc_ebbe87c5dd6255704ae6a5dd3db13314185e392cdc1099a1a53de11add8b43d0,HDG/2019/HDG_financial_statements_2019_separate/HDG_financial_statements_2019_separate_extracted.txt,income_statement,249,249,16,5,,,auto-mapped
1,ann_37ca53dc58ef55d86d1bd7f1f8d6e4d6215da17fd3f4a151d3c86e585e742be1,doc_ebbe87c5dd6255704ae6a5dd3db13314185e392cdc1099a1a53de11add8b43d0,HDG/2019/HDG_financial_statements_2019_separate/HDG_financial_statements_2019_separate_extracted.txt,cash_flow_statement,270,270,28,4,,,auto-mapped
1,ann_2ad0259e7a908c866fc2cd5b3daa1e430d2d1d01414552d07c732f340d72ae86,doc_ebbe87c5dd6255704ae6a5dd3db13314185e392cdc1099a1a53de11add8b43d0,HDG/2019/HDG_financial_statements_2019_separate/HDG_financial_statements_2019_separate_extracted.txt,cash_flow_statement,291,291,11,4,,,auto-mapped
1,ann_5c8ff104de4efe692f51629790ec50f37fa80f400b7bd70c5d540bb3323733ce,doc_ed7907043d932bcbe0f702ca19d94d2bce2ec8f3b99be10f85504ad53d8ac0eb,HPX/2022/HPX_financial_statements_2022_separate/HPX_financial_statements_2022_separate_extracted.txt,balance_sheet,315,315,41,6,,,auto-mapped
1,ann_f3e568a5d5ec347598af15905e8198a5934b925edccc3c95a081a19c8e0757de,doc_ed7907043d932bcbe0f702ca19d94d2bce2ec8f3b99be10f85504ad53d8ac0eb,HPX/2022/HPX_financial_statements_2022_separate/HPX_financial_statements_2022_separate_extracted.txt,income_statement,338,338,24,6,,,auto-mapped
1,ann_12e400214d9fea9d777b6559be82801edb749b1ec9f805a3ad31c1516fe77916,doc_ed7907043d932bcbe0f702ca19d94d2bce2ec8f3b99be10f85504ad53d8ac0eb,HPX/2022/HPX_financial_statements_2022_separate/HPX_financial_statements_2022_separate_extracted.txt,cash_flow_statement,1045,1045,15,5,VND,,auto-mapped
